TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T503963,C100702,0000-00-00,Female,Mumbai,2914.57,04/02/2024,001549,10018.35
T505218,C100218,1979-01-08,male,AHMEDABAD,"Rs. 470,799.86",2024-07-04,043508,3739.8
T502338,C100116,1960-09-25,female,Pune,220401.55,11-Dec-2024,032609,8417.3
T503801,C100612,22-09-87,,JAIPUR,378740.24,02/04/2024,133516,16374.16
T501343,C100418,1960-01-14,,HYDERABAD,,08/11/2024,174655,"INR 1,759.05"
T502925,C100594,1990-02-24,male,Hyderabad,"Rs. 73,506.23",15/11/2024,213611,2192.77
T502173,C100597,1972-02-09,female,Pune,30467.88,19-Aug-2024,211927,4419.47
T505636,C100788,17/10/1965,male,Bengaluru,"Rs. 40,994.26",28/09/2024,023859,"INR 6,074.84"
T500799,C100548,07/08/1982,Female,NAGPUR,"53,292.45",2024-02-09,214438,"INR 2,761.67"
T500280,C100067,2035-01-01,,JAIPUR,"Rs. 36,368.89",27/12/2024,065520,INR 414.15
T505617,C100659,2000-01-11,female,JAIPUR,86238.94,25-Jun-2024,001601,768.26
T500731,C100240,24/12/2003,M,mumbai ,"58,083.30",10-Nov-2024,231027,281.84
T505841,C100640,22/11/2003,male,AHMEDABAD,,30-Aug-2024,024810,2127.01
T505861,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",30-Aug-2024,122158,1014.23
T503300,C100149,2004-10-19,f,mumbai ,31910.38,2024-08-17,160803,742.18
T503534,C100060,21/09/2001,male,HYDERABAD,"4,623.60",30/08/2024,174531,1393.4
T501129,C100683,06/10/1974,f,Mumbai,51370.71,09/05/2024,061019,1568.07
T502221,C100197,09-04-87,Male,Bengaluru,"Rs. 12,957.49",18-Oct-2024,122757,"INR 1,341.67"
T503673,C100596,1972-07-04,Male,mumbai ,"240,531.19",2024-09-09,184451,1895.23
T503408,C100130,07/02/1977,female,PUNE,"Rs. 7,572.86",29-Feb-2024,150822,1535.38
T502449,C100046,27-11-85,female,DELHI,4232.4,19-Dec-2024,005211,614.9
T503445,C100576,15-11-74,female,NAGPUR,,16/04/2024,091434,845.7
T502561,C100578,1972-02-22,Male,Hyderabad,"Rs. 68,047.49",31/03/2024,183300,942.11
T505069,C100515,13/10/1997,Male,CHENNAI,48437.97,10-Feb-2024,212858,2442.83
T500180,C100001,03/03/1976,,AHMEDABAD,"43,869.35",12/04/2024,080831,12577.98
T500024,C100093,15/10/1965,f,,"157,865.54",2024-02-25,160727,4531.5
T505219,C100475,01-01-1900,Female,Bengaluru,"89,827.75",28-Sep-2024,163631,2881.2
T501564,C100733,2001-05-03,f,BANGALORE,"Rs. 244,077.09",01/06/2024,001509,4857.51
T504154,C100300,1990-09-07,Male,Chennai,,2024-07-19,184533,4496.15
T505337,C100410,2035-01-01,M,Bangalore,9932.03,2024-08-20,150700,INR 374.22
T502043,C100764,1966-06-14,M,Jaipur,62112.48,12-May-2024,110310,17027.14
T505216,C100036,04/08/1957,,LUCKNOW,119884.19,15-Jul-2024,145254,3342.26
T502267,C100614,13/08/1968,male,Chennai,"Rs. 11,618.40",13-Mar-2024,105655,235.34
T500431,C100180,1993-05-22,Female,Mumbai,19984.97,16-May-2024,034221,341.6
T502972,C100338,1977-03-17,M,Chennai,"34,108.53",02-Oct-2024,180312,"INR 2,392.49"
T500569,C100246,11/12/1992,Male,Delhi,459949.04,05/12/2024,043913,943.84
T503668,C100715,1966-01-07,Male,AHMEDABAD,5484.47,20/09/2024,042950,1557.01
T502000,C100225,09/10/1991,m,Chennai,"181,650.06",2024-05-03,055611,207.83
T502544,C100700,06-03-88,Male,Pune,,01-Jan-2024,034011,6344.96
T501818,C100372,19/12/1983,Female,Mumbai,59995.96,05-Jun-2024,191543,3418.27
T503199,C100065,18/02/2001,M,Delhi,55990.05,09/02/2024,212113,289.34
T505645,C100541,13-01-74,male,Ahmedabad,"186,265.55",2024-05-17,161924,1577.88
T504156,C100576,15-11-74,female,NAGPUR,,27-May-2024,181300,912.19
T505780,C100555,27-03-93,female,Ahmedabad,"66,420.28",2024-07-01,002809,1535.56
T504634,C100123,14-09-96,M,Hyderabad,24576.12,06/06/2024,122753,887.4
T502950,C100484,1984-05-17,male,JAIPUR,12346.88,2024-11-04,140444,1281.68
T501365,C100679,10-11-58,m,Kolkata,39458.8,22-Nov-2024,235107,1812.69
T504831,C100360,16-10-79,Female,KOLKATA,"46,783.67",07/10/2024,185036,7479.43
T505405,C100583,03-06-58,male,NAGPUR,"71,828.00",21-Oct-2024,181827,892.37
T504913,C100409,16-02-62,f,BANGALORE,"20,193.51",07/06/2024,024049,863.24
T504112,C100575,09-06-71,m,JAIPUR,28676.46,2024-05-09,002659,1385.39
T505032,C100764,1966-06-14,M,Jaipur,62112.48,10-Aug-2024,122116,"INR 13,920.67"
T504202,C100659,2000-01-11,female,JAIPUR,86238.94,13/06/2024,170657,740.05
T503491,C100296,24/12/1971,Male,PUNE,,30/05/2024,224024,1371.1
T502386,C100592,1965-07-19,Male,  Surat,"57,107.77",16/04/2024,151119,INR 727.02
T501857,C100479,22/10/1980,f,Kolkata,"Rs. 98,501.77",2024-09-27,132215,
T500132,C100293,13-05-89,Male,BANGALORE,"10,023.20",14-Mar-2024,111721,392.99
T503236,C100163,04/08/1970,m,Kolkata,"Rs. 3,126.03",10/05/2024,234410,1828.62
T501791,C100693,11/10/1988,f,Jaipur,"247,886.54",05-May-2024,082617,16520.77
T505700,C100131,2002-07-19,F,HYDERABAD,114687.04,2024-11-02,113132,2604.3
T502883,C100304,2001-11-15,F,Ahmedabad,16445.74,09/11/2024,013706,377.93
T500855,C100148,1980-12-03,f,Chennai,,11/10/2024,121258,15898.69
T500264,C100116,1960-09-25,female,Pune,220401.55,18-Jul-2024,042508,3903.22
T502757,C100550,19/08/1986,f,Mumbai,"121,126.01",09/05/2024,091407,20511.84
T501096,C100701,1973-08-26,m,Delhi,26855.95,2024-09-05,081551,1072.21
T502368,C100520,1979-07-13,male,Bengaluru,"Rs. 57,394.34",07-Apr-2024,021614,3951.0
T503092,C100064,26/04/1981,male,LUCKNOW,,30-May-2024,170202,695.14
T505035,C100159,1997-08-16,male,,"Rs. 37,413.50",03/09/2024,212607,626.04
T505302,C100681,15/05/1967,female,LUCKNOW,"239,151.47",19-Aug-2024,043025,2953.19
T502982,C100061,20-01-84,Male,MUMBAI,"13,029.33",21/03/2024,212636,
T505926,C100433,04/10/1963,m,mumbai ,11449.4,2024-02-23,054940,1454.91
T503561,C100131,2002-07-19,F,HYDERABAD,114687.04,2024-11-09,002816,7141.74
T501584,C100732,2001-02-04,F,Chennai,"Rs. 14,056.12",28-May-2024,181949,218.12
T501189,C100698,03/10/1986,M,mumbai ,"Rs. 186,379.37",2024-05-05,095819,
T501374,C100565,19/09/2004,f,BANGALORE,"67,225.87",2024-08-12,044035,8057.01
T500426,C100533,05/07/1959,,LUCKNOW,11799.16,26-Mar-2024,002840,586.98
T502460,C100450,1992-01-17,F,DELHI,"111,417.27",2024-03-26,235633,3932.31
T505025,C100575,09-06-71,m,JAIPUR,28676.46,11-Nov-2024,180232,4084.63
T504468,C100703,1984-05-15,female,Jaipur,"Rs. 125,815.19",24/10/2024,212910,2035.15
T504602,C100468,04-04-68,Male,Chennai,84203.67,2024-10-12,095601,4466.41
T505146,C100788,17/10/1965,male,Bengaluru,"Rs. 40,994.26",20/05/2024,033417,477.75
T503197,C100214,1998-09-06,F,LUCKNOW,"Rs. 68,205.42",2024-04-06,210724,646.06
T502633,C100661,14/06/1965,,JAIPUR,"105,161.33",07-Sep-2024,023848,15127.000000000002
T504366,C100340,1974-10-11,Male,MUMBAI,11896.1,11/05/2024,081336,209.95
T504884,C100075,25/02/2001,F,HYDERABAD,13759.87,19/05/2024,003416,408.56
T502193,C100628,03/09/1990,M,Pune,109284.74,27-Feb-2024,033518,2086.64
T503799,C100143,1981-07-23,M,PUNE,"241,385.44",14-Nov-2024,000253,2973.27
T504925,C100264,1984-01-06,male,HYDERABAD,,07-Feb-2024,102833,14870.55
T504394,C100220,1967-12-16,Female,KOLKATA,"36,055.65",2024-04-20,062239,1421.33
T503063,C100036,04/08/1957,,LUCKNOW,119884.19,14-Oct-2024,203121,
T503085,C100735,1971-02-11,,Hyderabad,"55,080.47",27-Dec-2024,063517,1755.41
T503894,C100748,05/07/1989,male,mumbai ,"Rs. 63,573.89",12-Jun-2024,062806,2943.83
T505396,C100617,13-06-57,female,Jaipur,9784.54,2024-10-29,061807,1004.34
T500841,C100534,21/09/1980,Female,MUMBAI,,2024-06-17,215729,2565.03
T500689,C100494,07-10-99,M,AHMEDABAD,11661.72,13-Oct-2024,065539,592.29
T500595,C100071,04-06-01,male,Pune,"Rs. 7,466.77",04-Aug-2024,154311,6402.85
T501811,C100104,1987-03-19,f,,20769.58,2024-08-13,071028,587.24
T505017,C100769,1990-04-07,Female,CHENNAI,"Rs. 29,909.50",31-Jan-2024,185031,INR 603.01
T500131,C100494,07-10-99,M,AHMEDABAD,11661.72,20-Nov-2024,003106,160.69
T501163,C100594,1990-02-24,male,Hyderabad,"Rs. 73,506.23",2024-03-18,151558,3284.21
T505560,C100149,2004-10-19,f,mumbai ,31910.38,07-Mar-2024,223609,
T501858,C100206,18-02-97,,PUNE,34211.98,16/03/2024,162936,973.15
T504570,C100785,2000-01-02,male,CHENNAI,102157.68,31/03/2024,231141,4923.99
T501637,C100517,2001-06-26,male,JAIPUR,"53,788.28",2024-08-04,053440,1196.98
T500245,C100319,1956-12-01,f,mumbai ,418468.01,2024-02-23,164850,3630.87
T501435,C100444,13-06-84,f,  Surat,14948.14,2024-04-19,073656,1708.45
T503748,C100610,03-06-76,m,,"125,370.42",2024-12-30,080613,826.4
T504316,C100324,14-03-71,male,AHMEDABAD,8250.81,23-May-2024,070355,2052.03
T505352,C100207,06/06/1974,m,DELHI,"Rs. 68,660.40",2024-02-02,165350,
T504722,C100475,01-01-1900,Female,Bengaluru,"89,827.75",2024-05-17,203936,644.45
T501763,C100538,1970-11-08,Male,Ahmedabad,,08/01/2024,074309,137.11
T502896,C100371,1960-12-25,m,Pune,10182.0,2024-10-22,015050,139.97
T501291,C100176,03/08/2003,M,JAIPUR,"26,967.93",2024-05-16,030207,
T503207,C100284,12/04/1987,m,LUCKNOW,21229.49,2024-08-11,074550,302.49
T501953,C100732,2001-02-04,F,Chennai,"Rs. 14,056.12",2024-01-31,105235,468.65
T503091,C100777,05-10-71,M,HYDERABAD,"13,106.62",2024-03-22,002830,515.21
T501167,C100228,15-01-01,F,DELHI,31081.44,12/04/2024,201553,381.61
T505802,C100162,1997-09-24,m,Delhi,"Rs. 42,810.30",12/11/2024,121630,3213.57
T504251,C100556,0000-00-00,f,HYDERABAD,"Rs. 92,723.33",01-Mar-2024,194607,1657.51
T505364,C100727,1978-08-19,female,JAIPUR,"Rs. 123,863.27",2024-05-15,035856,7724.61
T501677,C100686,03-05-75,F,Delhi,,2024-10-16,074943,424.47
T503404,C100329,08/11/1958,Male,Ahmedabad,"37,113.65",07-Dec-2024,025539,120.91
T502470,C100383,20/04/1990,m,Bangalore,38999.36,15-Jun-2024,161819,8469.5
T500118,C100590,1974-03-06,male,HYDERABAD,26712.59,22/05/2024,110701,445.87
T504296,C100619,27/10/1979,F,Jaipur,"618,590.11",04/12/2024,035835,2697.15
T504883,C100319,1956-12-01,f,mumbai ,418468.01,24/06/2024,235834,5847.27
T503209,C100550,19/08/1986,f,Mumbai,"121,126.01",2024-06-10,105256,6001.48
T500089,C100437,10/05/1977,female,PUNE,"Rs. 58,587.83",2024-10-04,064829,INR 784.70
T504174,C100239,1978-02-10,male,CHENNAI,"Rs. 30,783.15",2024-03-26,064559,396.91
T503909,C100729,18-06-74,M,LUCKNOW,"264,299.97",01/01/2024,075725,3076.88
T501837,C100420,17-09-78,M,DELHI,"Rs. 25,796.51",19-Jun-2024,175125,249.02
T505051,C100729,18-06-74,M,LUCKNOW,"264,299.97",03-May-2024,210350,4348.82
T504988,C100352,1998-03-02,F,DELHI,,25/07/2024,113915,3154.59
T504449,C100605,17-10-69,M,LUCKNOW,"Rs. 79,326.66",23-Mar-2024,121017,3173.16
T500588,C100057,21/12/1998,Male,Hyderabad,"108,663.77",01-May-2024,220904,"INR 1,791.89"
T502510,C100709,15-12-01,Female,NAGPUR,"Rs. 253,403.83",2024-06-14,140236,15436.79
T503452,C100357,06/01/1977,female,MUMBAI,76877.42,17-Jul-2024,010846,2313.0
T501708,C100295,24-01-70,m,Bangalore,"Rs. 25,848.99",25/07/2024,170443,INR 366.91
T504731,C100237,10-10-56,Male,PUNE,,2024-05-25,052627,"INR 8,435.65"
T501610,C100643,03-07-56,Female,mumbai ,"Rs. 10,735.73",24/01/2024,153436,3097.52
T501641,C100386,13-07-73,,JAIPUR,"Rs. 12,445.00",05/10/2024,213623,1405.44
T501629,C100797,09-08-84,F,LUCKNOW,"21,946.42",14-Jul-2024,181631,214.15
T501106,C100276,02/08/2000,,Jaipur,56892.89,2024-03-03,091323,1226.5
T500943,C100312,04/03/1971,f,NAGPUR,,2024-01-03,011701,664.37
T500681,C100479,22/10/1980,f,Kolkata,"Rs. 98,501.77",19-Jun-2024,163223,4338.07
T500708,C100663,24/03/1961,m,,"600,713.48",17-Dec-2024,180653,-6540.33
T503804,C100153,04-08-82,f,LUCKNOW,"379,373.89",2024-05-17,110322,1310.58
T505119,C100734,1985-06-24,F,Pune,"29,158.72",2024-07-13,225835,2895.61
T501963,C100068,22-08-03,,Bengaluru,,2024-09-21,070242,882.27
T500412,C100797,09-08-84,F,LUCKNOW,"21,946.42",2024-01-06,085928,INR 213.32
T501953,C100732,2001-02-04,F,Chennai,"Rs. 14,056.12",2024-01-31,105235,468.65
T503214,C100638,15-09-86,Female,CHENNAI,39836.78,08-Jun-2024,031338,4854.07
T504549,C100749,1/1/1800,m,Mumbai,"372,624.79",03/03/2024,133848,2132.45
T502040,C100758,16/09/1995,f,Pune,8457.46,27-Feb-2024,222918,141.14
T501706,C100618,10/10/1967,Female,  Surat,29639.57,2024-12-05,075627,978.59
T502751,C100247,17/05/1986,female,,"60,362.87",18/11/2024,114434,1637.77
T501289,C100623,1972-07-11,female,NAGPUR,,24-May-2024,075342,1783.98
T502916,C100086,1987-10-15,,LUCKNOW,"Rs. 11,228.91",2024-11-14,141855,273.16
T500977,C100575,09-06-71,m,JAIPUR,28676.46,04/02/2024,103843,1634.57
T505290,C100645,02-11-81,m,,,04-Oct-2024,032424,6019.36
T501546,C100333,18-03-86,F,LUCKNOW,,13-Mar-2024,131658,2911.73
T505480,C100181,07-08-60,male,Pune,"Rs. 46,982.71",28-Feb-2024,235117,"INR 1,425.21"
T504356,C100575,09-06-71,m,JAIPUR,28676.46,2024-06-01,034328,2218.84
T502579,C100412,1985-02-10,,MUMBAI,"Rs. 21,748.09",21/03/2024,150835,
T501544,C100614,13/08/1968,male,Chennai,"Rs. 11,618.40",26/09/2024,105539,545.58
T501892,C100384,1998-07-13,Female,KOLKATA,"Rs. 102,416.63",2024-09-12,012039,5384.94
T504398,C100380,16-03-60,Female,DELHI,,02/07/2024,001437,4170.05
T502761,C100716,11-02-72,F,,"Rs. 240,805.50",13/01/2024,134627,"INR 622,885.00"
T505024,C100095,1980-11-25,Female,Ahmedabad,,2024-07-15,231015,-4748.43
T502842,C100667,02-11-96,f,CHENNAI,20940.54,01/09/2024,091441,705.05
T502998,C100503,12/08/1956,F,Pune,"146,446.03",12-Feb-2024,020330,7937.04
T502961,C100041,22/06/1982,M,Bangalore,"22,606.16",23-Nov-2024,092352,1160.39
T502746,C100754,13-01-76,m,BANGALORE,"Rs. 22,979.83",26/04/2024,103547,63.61
T503984,C100525,1969-10-05,F,CHENNAI,"212,533.64",10-Nov-2024,125829,2571.58
T504191,C100604,1974-04-03,Male,PUNE,,2024-11-25,232820,413.17
T503444,C100065,18/02/2001,M,Delhi,55990.05,16-Aug-2024,023806,16939.94
T502766,C100515,13/10/1997,Male,CHENNAI,48437.97,28-Dec-2024,153301,1807.06
T500421,C100222,1969-03-14,F,LUCKNOW,"77,445.15",21-Aug-2024,073639,292.15
T503635,C100177,13-12-68,,AHMEDABAD,208320.55,14/06/2024,174935,4298.36
T503023,C100530,2001-09-23,f,NAGPUR,"Rs. 16,179.84",21/06/2024,081106,212.3
T500356,C100697,1969-10-22,male,Mumbai,,04-Jul-2024,232828,851.26
T503955,C100127,24/03/1957,Male,Jaipur,,03/03/2024,092155,1310.45
T501323,C100276,02/08/2000,,Jaipur,56892.89,24/02/2024,124337,1488.01
T502414,C100381,2000-06-26,Female,AHMEDABAD,"34,569.41",25/08/2024,182106,3221.75
T502863,C100372,19/12/1983,Female,Mumbai,59995.96,29/06/2024,211453,1339.14
T501459,C100130,07/02/1977,female,PUNE,"Rs. 7,572.86",2024-09-11,164651,INR 453.65
T505989,C100593,09-05-75,Male,Ahmedabad,77632.67,30/04/2024,013016,16744.47
T500486,C100470,05-02-97,F,NAGPUR,155474.78,02/10/2024,065557,7334.57
T504140,C100531,13-12-67,Male,CHENNAI,"Rs. 38,254.58",30/08/2024,153203,2559.64
T503117,C100437,10/05/1977,female,PUNE,"Rs. 58,587.83",09-May-2024,122617,3145.09
T502991,C100322,22/04/1957,F,DELHI,12582.93,2024-11-27,105753,1668.85
T505713,C100529,1991-11-11,F,Bengaluru,"104,328.62",2024-12-07,202316,5446.88
T503734,C100701,1973-08-26,m,Delhi,26855.95,2024-01-11,041504,4012.89
T501526,C100709,15-12-01,Female,NAGPUR,"Rs. 253,403.83",02/02/2024,093742,7988.09
T504067,C100310,23-08-84,male,HYDERABAD,"323,760.11",2024-10-02,194910,5336.55
T500399,C100436,06-10-60,F,Jaipur,"Rs. 93,354.27",2024-09-03,213306,12807.92
T500638,C100418,1960-01-14,,HYDERABAD,,28/02/2024,034513,11017.68
T504426,C100093,15/10/1965,f,,"157,865.54",2024-02-11,065359,1049.3
T504993,C100260,05-07-82,M,Mumbai,"47,216.74",2024-05-17,082155,"INR 2,520.04"
T503687,C100709,15-12-01,Female,NAGPUR,"Rs. 253,403.83",16-Dec-2024,143717,13615.37
T501261,C100387,16-02-77,M,Kolkata,20501.21,23/09/2024,080441,620812.0
T505871,C100698,03/10/1986,M,mumbai ,"Rs. 186,379.37",25/01/2024,010708,"INR 2,356.54"
T500580,C100622,1963-04-08,male,Pune,"114,620.95",21/11/2024,011411,5403.01
T503311,C100658,1996-06-17,female,Chennai,"62,261.48",16-Dec-2024,141108,550.76
T504410,C100616,12-12-98,M,LUCKNOW,68502.33,2024-03-28,013659,-908.49
T500917,C100651,02/01/1989,female,Chennai,"79,050.49",09-Apr-2024,211114,9332.59
T503132,C100219,21/11/1997,female,Bengaluru,20875.12,02-Jan-2024,123800,1030.78
T504395,C100210,1956-04-12,female,Delhi,"112,806.44",2024-05-09,182718,8087.03
T503062,C100597,1972-02-09,female,Pune,30467.88,2024-01-23,203938,1503.55
T500392,C100634,04/06/1987,female,mumbai ,"Rs. 31,133.41",09/12/2024,185732,2324.79
T501143,C100209,01-02-55,female,,38752.88,09-May-2024,153228,4651.07
T500887,C100380,16-03-60,Female,DELHI,,05-Feb-2024,101912,1888.08
T505931,C100052,13-07-60,Female,MUMBAI,"Rs. 54,071.44",2024-01-12,044654,1186.23
T500006,C100497,01-03-70,M,Hyderabad,28147.07,2024-05-18,103226,5860.81
T504058,C100690,21-04-58,Male,BANGALORE,"Rs. 120,392.94",2024-10-28,214937,4724.91
T503293,C100573,1976-01-19,male,Hyderabad,41943.84,29-Nov-2024,044542,15310.99
T500267,C100782,1960-01-16,Female,Hyderabad,"Rs. 34,036.97",11-Jan-2024,114851,1758.64
T503073,C100776,1964-07-01,female,Bangalore,"Rs. 31,244.52",18/09/2024,135853,278.8
T501499,C100450,1992-01-17,F,DELHI,"111,417.27",13-Sep-2024,055122,5294.9
T501313,C100115,1993-11-02,Male,KOLKATA,11109.49,25/04/2024,231552,169.88
T505550,C100519,1980-12-10,M,KOLKATA,103786.19,08-Jul-2024,170657,10089.68
T501375,C100253,27/03/1978,male,Bangalore,"Rs. 107,511.50",22-Dec-2024,191711,1463.47
T505375,C100261,11/11/1960,,AHMEDABAD,4697.32,28-Feb-2024,050028,608.98
T503922,C100190,06/11/1979,male,Jaipur,"Rs. 39,923.71",2024-07-21,215243,828.19
T502798,C100616,12-12-98,M,LUCKNOW,68502.33,26-Oct-2024,223613,1392.99
T505016,C100248,12/05/1970,m,Kolkata,"89,559.95",15-Jul-2024,225500,4133.07
T500571,C100729,18-06-74,M,LUCKNOW,"264,299.97",04/05/2024,204237,10820.88
T502222,C100572,1969-09-12,F,Mumbai,"8,282.21",28-Sep-2024,185010,167.83
T501747,C100065,18/02/2001,M,Delhi,55990.05,2024-05-27,110412,5093.8
T502466,C100126,14/08/1992,,JAIPUR,"Rs. 17,927.78",28/08/2024,210515,1436.82
T504838,C100695,14-01-57,Male,,26555.71,2024-01-09,124146,1247.6
T503036,C100266,05/08/1960,f,  Surat,"201,021.76",12-Nov-2024,220705,4577.08
T504168,C100163,04/08/1970,m,Kolkata,"Rs. 3,126.03",04/08/2024,060622,779.84
T505549,C100753,05/12/1958,Male,Ahmedabad,,2024-10-02,081914,7380.09
T500881,C100706,23/05/1997,M,Mumbai,"Rs. 7,105.83",2024-06-11,071108,3088.81
T503685,C100493,0000-00-00,F,AHMEDABAD,"Rs. 102,129.94",26-Mar-2024,152504,582.7
T500792,C100017,16/11/1960,m,CHENNAI,"12,706.37",08/01/2024,101507,641.07
T504629,C100346,22/08/1993,M,PUNE,"134,207.78",11/11/2024,102409,5071.62
T500517,C100510,2000-03-08,F,Ahmedabad,"235,563.00",07/02/2024,095923,7497.55
T500786,C100706,23/05/1997,M,Mumbai,"Rs. 7,105.83",24-Jan-2024,113739,2283.57
T504698,C100199,12-08-83,male,Mumbai,71799.72,26/03/2024,114523,351.47
T501373,C100777,05-10-71,M,HYDERABAD,"13,106.62",19/09/2024,185258,184.33
T504190,C100603,12/05/2000,M,PUNE,"3,993.34",06-Oct-2024,122759,7027.5
T502277,C100378,06-11-03,m,CHENNAI,,2024-04-05,092129,6251.03
T502013,C100757,16-06-64,,NAGPUR,"Rs. 128,307.71",05/09/2024,125824,5831.88
T502012,C100010,1989-06-09,f,Kolkata,"Rs. 239,001.20",07/10/2024,164617,12520.98
T504060,C100116,1960-09-25,female,Pune,220401.55,12-Aug-2024,151546,3255.06
T505430,C100174,1972-07-21,m,Bengaluru,97279.18,23/04/2024,085704,1729.62
T502175,C100779,21-03-59,female,KOLKATA,"297,969.29",03-Jul-2024,052217,"INR 12,251.76"
T502289,C100696,18/05/1975,m,,295142.68,20/01/2024,035623,10895.72
T500051,C100447,1994-02-09,male,Ahmedabad,"11,950.03",31/05/2024,032316,2398.64
T503666,C100634,04/06/1987,female,mumbai ,"Rs. 31,133.41",16/06/2024,073012,2008.76
T504047,C100384,1998-07-13,Female,KOLKATA,"Rs. 102,416.63",15-Mar-2024,232500,2862.48
T505030,C100399,24-09-69,f,Jaipur,32377.8,04-May-2024,093659,154.78
T500511,C100488,25-03-77,m,BANGALORE,"29,268.42",21-Jun-2024,103116,3395.05
T504547,C100432,23-09-63,f,Jaipur,,2024-03-15,151238,189.75
T503331,C100276,02/08/2000,,Jaipur,56892.89,2024-02-16,130929,"INR 1,221.21"
T505335,C100136,17/08/2002,,Ahmedabad,,2024-06-08,144850,9721.88
T502167,C100504,1999-12-20,M,Jaipur,97634.59,11/03/2024,140835,11069.15
T501778,C100513,1992-06-02,F,Bengaluru,14786.27,2024-10-04,172858,1658.71
T503526,C100260,05-07-82,M,Mumbai,"47,216.74",07/04/2024,011339,2365.77
T500674,C100320,27/02/1980,male,LUCKNOW,23034.86,2024-04-30,083710,
T503487,C100727,1978-08-19,female,JAIPUR,"Rs. 123,863.27",30-Dec-2024,193708,1136.61
T503701,C100131,2002-07-19,F,HYDERABAD,114687.04,25-Jan-2024,224655,9287.63
T500650,C100028,26/05/1973,,HYDERABAD,,2024-08-12,121010,7437.84
T502662,C100405,1959-09-13,m,NAGPUR,"Rs. 5,646.11",21-Jan-2024,135855,357.02
T500212,C100379,1983-05-04,m,Mumbai,"71,283.08",2024-02-03,044505,5690.78
T501132,C100431,15-04-62,male,  Surat,"10,914.09",28-Feb-2024,143739,1471.31
T501872,C100761,1989-09-02,f,  Surat,"25,607.80",21/03/2024,051454,2935.33
T504916,C100214,1998-09-06,F,LUCKNOW,"Rs. 68,205.42",02/09/2024,161946,3821.81
T501627,C100009,13-01-89,f,PUNE,,01/03/2024,201629,3642.38
T505822,C100234,15-03-98,female,Chennai,59188.47,2024-01-26,092118,449916.0
T503227,C100447,1994-02-09,male,Ahmedabad,"11,950.03",2024-05-01,024015,420.19
T500060,C100360,16-10-79,Female,KOLKATA,"46,783.67",20/02/2024,050952,9793.67
T505175,C100057,21/12/1998,Male,Hyderabad,"108,663.77",09-Jun-2024,054059,"INR 6,598.16"
T503827,C100174,1972-07-21,m,Bengaluru,97279.18,2024-01-10,132232,10553.71
T503419,C100125,1962-01-08,Male,mumbai ,"17,605.36",2024-02-22,073302,323.67
T500491,C100322,22/04/1957,F,DELHI,12582.93,11/11/2024,122356,3398.12
T500396,C100246,11/12/1992,Male,Delhi,459949.04,20-Oct-2024,214849,489.31
T502219,C100569,06/08/1967,,KOLKATA,,29-Apr-2024,061222,"INR 7,683.35"
T500278,C100146,20/10/1976,male,MUMBAI,"113,306.25",17-Jan-2024,141259,2684.86
T503025,C100442,17/11/1956,Female,AHMEDABAD,"8,610.61",2024-02-26,205512,"INR 1,933.82"
T505957,C100611,08-02-56,male,Bangalore,,2024-04-26,030549,217.84
T503746,C100790,03/02/1994,female,Pune,"108,574.79",30-Dec-2024,151806,4589.74
T503697,C100631,15/03/1970,M,DELHI,"47,693.35",02-Nov-2024,000637,2321.6
T500181,C100668,21-07-78,Female,Bangalore,"99,681.03",2024-12-08,113255,206.99
T500422,C100668,21-07-78,Female,Bangalore,"99,681.03",11-Feb-2024,020139,7309.72
T502366,C100558,1958-07-13,Female,Hyderabad,43904.78,07-Aug-2024,030548,INR 215.47
T501060,C100601,26/01/1967,m,Bengaluru,5370.73,22-Aug-2024,001757,7695.81
T501230,C100123,14-09-96,M,Hyderabad,24576.12,2024-07-17,070033,434.49
T500661,C100058,26-02-76,m,  Surat,,20-Jul-2024,065010,2000.74
T504376,C100177,13-12-68,,AHMEDABAD,208320.55,2024-10-21,073819,9770.55
T501985,C100779,21-03-59,female,KOLKATA,"297,969.29",04-Dec-2024,033218,5567.63
T505799,C100343,11-02-92,female,mumbai ,"60,102.72",21/07/2024,114051,885.76
T504646,C100342,07/06/1969,M,  Surat,9262.22,26/09/2024,072658,1060.68
T500350,C100532,2004-12-08,M,Ahmedabad,,2024-06-16,201801,15968.02
T500062,C100164,1997-11-15,Female,DELHI,"20,966.32",25/04/2024,003157,3325.2
T505484,C100086,1987-10-15,,LUCKNOW,"Rs. 11,228.91",31/01/2024,211627,703.63
T500609,C100333,18-03-86,F,LUCKNOW,,2024-08-19,103251,9631.31
T502034,C100532,2004-12-08,M,Ahmedabad,,2024-09-21,203205,2471.11
T504084,C100207,06/06/1974,m,DELHI,"Rs. 68,660.40",22-Aug-2024,161530,14039.36
T500077,C100434,20-02-74,,HYDERABAD,17342.63,2024-09-09,011643,
T502701,C100746,02/05/1972,M,MUMBAI,66601.54,2024-05-10,160720,INR 981.54
T504905,C100398,14-03-94,male,LUCKNOW,"Rs. 16,335.93",2024-10-14,081743,1306.63
T501256,C100512,19/08/1986,m,,"Rs. 88,055.27",2024-09-03,095148,"INR 1,806.10"
