CustomerID,Recency,Frequency,Monetary,AvgTransactionAmount,AccountBalance,Age,Gender,Gender_Male,Cluster
C100392,109,9,14194.58,1577.1755555555555,52253.95,42.9,Female,0,1
C100393,10,11,8437.27,767.0245454545455,15018.25,42.6,Female,0,1
C100394,207,3,2894.7499999999995,964.9166666666664,27830.78,40.7,Male,1,1
C100395,30,9,249467.98,27718.664444444446,30084.28,23.4,Female,0,0
C100396,1,6,4513.44,752.2399999999999,8158.990000000001,40.7,Male,1,1
C100397,53,5,2601.19,520.238,1686.42,42.6,Female,0,1
C100398,78,6,8037.5,1339.5833333333333,16335.93,30.3,Male,1,1
C100399,211,3,1550.31,516.77,32377.8,40.7,Female,0,1
C100400,22,12,35143.14,2928.595,52253.94999999999,62.5,Female,0,1
C100401,212,3,1273.29,424.43,24925.63,26.5,Female,0,1
C100402,7,5,14936.7,2987.34,104593.33,20.6,Male,1,1
C100403,248,4,2507.63,626.9075,14630.12,21.0,Female,0,1
C100404,2,7,12698.16,1814.0228571428568,17067.98,40.7,Male,1,1
C100405,7,7,7016.92,1002.4171428571428,5646.11,64.8,Male,1,1
C100406,26,8,24895.45,3111.93125,70730.83,40.7,Female,0,1
C100407,35,7,17903.52,2557.6457142857143,11790.29,40.7,Female,0,1
C100408,54,8,22291.67,2786.45875,30500.46,40.7,Male,1,1
C100409,207,4,6183.02,1545.755,20193.51,40.7,Female,0,1
C100410,133,2,1325.5,662.75,9932.03,40.7,Male,1,1
C100411,125,5,8602.2,1720.44,2108.17,43.7,Female,0,1
C100412,39,11,25451.1,2313.7363636363634,21748.09,38.7,Unknown,0,1
C100413,17,11,32264.68,2933.152727272727,47693.35,49.0,Male,1,1
C100414,19,11,23026.7,2093.336363636364,61143.12,22.4,Female,0,1
C100415,128,5,16607.74,3321.548,81774.91,59.9,Male,1,1
C100416,22,10,27991.9,2799.19,77721.72,35.7,Male,1,1
C100417,103,3,2225.57,741.8566666666666,1928.25,31.3,Male,1,1
C100418,19,18,396131.5799999997,22007.309999999983,51367.71,64.5,Unknown,0,0
C100419,3,10,16266.28,1626.628,26055.1,40.7,Male,1,1
C100420,195,3,1708.4899999999998,569.4966666666666,25796.51,45.79999999999999,Male,1,1
C100421,45,10,29180.31,2918.031,123501.29,39.4,Male,1,1
C100422,321,3,2551.49,850.4966666666666,10121.37,40.7,Female,0,1
C100423,44,15,95263.48,6350.898666666666,138103.22,19.7,Male,1,0
C100425,21,5,8580.82,1716.164,59725.37999999999,38.2,Unknown,0,1
C100426,31,6,280648.0599999997,46774.676666666615,64167.81,22.5,Female,0,0
C100427,31,10,29732.91,2973.291,13652.98,51.1,Female,0,1
C100428,19,11,61323.15,5574.831818181819,163084.05,43.3,Male,1,0
C100429,117,8,21545.44,2693.18,40293.13,32.1,Female,0,1
C100430,234,2,1073.34,536.67,49812.99,64.5,Unknown,0,1
C100431,39,11,8539.22,776.2927272727272,10914.09,40.7,Male,1,1
C100432,144,8,5888.919999999999,736.1149999999999,52253.95,40.7,Female,0,1
C100433,22,5,6158.4400000000005,1231.688,11449.4,60.7,Male,1,1
C100434,12,9,11479.7,1275.522222222222,17342.63,40.7,Unknown,0,1
C100435,26,12,28831.7,2402.641666666667,58275.09,42.0,Unknown,0,1
C100436,66,19,121189.18,6378.377894736842,93354.27,40.7,Female,0,0
C100437,18,10,18174.2,1817.42,58587.83,47.1,Female,0,1
C100438,13,11,28578.82,2598.0745454545454,52253.95,40.7,Female,0,1
C100439,36,9,23451.89,2605.765555555556,48286.94,57.29999999999999,Female,0,1
C100440,1,4,2088.61,522.1525,1809.61,34.2,Unknown,0,1
C100441,24,8,25898.6,3237.325,109974.75,51.4,Male,1,1
C100442,30,5,5324.53,1064.906,8610.61,67.6,Female,0,1
C100443,1,17,31670.39,1862.9641176470589,102909.31,20.1,Female,0,1
C100444,256,5,6238.84,1247.768,14948.14,40.0,Female,0,1
C100445,270,2,883.73,441.865,5698.13,44.7,Female,0,1
C100446,45,3,1427.54,475.8466666666666,26944.66,34.3,Female,0,1
C100447,12,4,3575.82,893.9549999999999,11950.03,29.8,Male,1,1
C100448,19,5,4055.36,811.072,1576.53,27.9,Female,0,1
C100449,15,13,73851.44,5680.88,47693.34999999999,22.9,Male,1,1
C100450,17,17,102236.05,6013.885294117647,111417.27,32.5,Female,0,0
C100451,86,5,6038.31,1207.6619999999998,24527.13,22.4,Male,1,1
C100452,10,8,22555.62,2819.4525,33276.34,57.7,Female,0,1
C100453,216,1,2009.43,2009.43,5812.48,40.7,Female,0,1
C100454,234,4,161836.12,40459.03,18847.61,21.2,Female,0,0
C100455,8,9,13155.08,1461.6755555555555,9423.4,40.7,Female,0,1
C100456,215,3,323.75,107.91666666666669,21475.71,20.7,Male,1,1
C100457,12,7,15400.18,2200.0257142857145,46885.9,32.6,Male,1,1
C100458,45,3,2689.15,896.3833333333333,59235.69999999999,59.1,Male,1,1
C100459,272,3,768.81,256.27,5482.84,24.899999999999995,Unknown,0,1
C100460,276,1,2057.4,2057.4,1024.77,29.1,Female,0,1
C100461,284,1,539.89,539.89,2646.37,61.3,Female,0,1
C100462,118,2,2752.52,1376.26,8910.73,49.0,Male,1,1
C100463,29,4,8582.14,2145.535,11964.39,61.1,Male,1,1
C100464,122,5,3066.51,613.302,51367.71,48.5,Unknown,0,1
C100465,30,7,3340.63,477.23285714285714,52253.95,49.2,Female,0,1
C100466,10,5,7644.52,1528.904,11590.04,40.7,Male,1,1
C100467,299,1,1414.94,1414.94,13616.23,42.7,Male,1,1
C100468,2,12,315792.6699999997,26316.055833333317,84203.67,40.7,Male,1,0
C100470,41,10,351568.7699999997,35156.87699999997,155474.78,27.4,Female,0,0
C100471,4,11,23499.02,2136.2745454545457,47693.35,60.7,Male,1,1
C100472,5,7,7773.46,1110.4942857142858,13195.64,24.5,Male,1,1
C100473,1,9,20395.27,2266.141111111111,52253.95,42.2,Female,0,1
C100474,21,3,1053.81,351.27,20972.53,39.4,Male,1,1
C100475,66,12,25112.04,2092.67,89827.75,40.7,Female,0,1
C100476,21,7,18375.97,2625.138571428571,66112.87,59.9,Female,0,1
C100477,133,10,23926.49,2392.6490000000003,72921.71,31.9,Male,1,1
C100479,45,19,112220.23,5906.327894736843,98501.77,43.7,Female,0,0
C100480,16,11,14837.2,1348.8363636363638,37940.98,30.8,Female,0,1
C100481,57,6,4062.7,677.1166666666667,1624.3,36.1,Male,1,1
C100482,30,3,1163.38,387.79333333333335,52253.94999999999,29.100000000000005,Female,0,1
C100483,25,7,19616.92,2802.4171428571426,47693.35,19.9,Male,1,1
C100484,11,9,11645.43,1293.9366666666667,12346.88,40.1,Male,1,1
C100485,229,3,1651.9299999999998,550.6433333333333,2026.6,25.600000000000005,Female,0,1
C100486,224,4,3960.99,990.2475,3302.51,31.2,Female,0,1
C100487,34,9,7344.49,816.0544444444445,5364.64,31.200000000000003,Male,1,1
C100488,39,6,13966.45,2327.741666666667,29268.42,47.29999999999999,Male,1,1
C100489,5,5,8809.220000000001,1761.8440000000005,72526.62,34.1,Male,1,1
C100490,82,6,12449.93,2074.988333333333,47693.35,32.4,Male,1,1
C100491,4,7,6348.860000000001,906.98,8845.0,50.1,Female,0,1
C100492,13,4,2917.02,729.255,3109.69,40.7,Male,1,1
C100493,74,14,342598.0199999997,24471.287142857123,102129.94000000002,40.7,Female,0,0
C100494,41,7,4280.32,611.4742857142857,11661.72,24.7,Male,1,1
C100495,137,3,2392.87,797.6233333333333,638.04,47.29999999999999,Male,1,1
C100496,358,1,439.01,439.01,11471.41,38.4,Female,0,1
C100497,62,6,19496.19,3249.365,28147.07,40.7,Male,1,1
C100498,70,5,5984.27,1196.8539999999998,9148.77,24.5,Male,1,1
C100499,29,5,14890.34,2978.068,29516.2,40.7,Male,1,1
C100500,331,2,1327.75,663.875,34173.25,23.2,Female,0,1
C100501,47,9,21276.69,2364.076666666667,98637.64,40.7,Female,0,1
C100503,6,13,81110.64,6239.28,146446.03,67.9,Female,0,0
C100504,12,19,107701.77,5668.514210526316,97634.59,24.5,Male,1,0
C100505,317,1,132.81,132.81,8165.64,61.4,Male,1,1
C100506,202,2,1281.8200000000002,640.9100000000001,26364.3,40.7,Female,0,1
C100507,224,1,2275.43,2275.43,8532.88,35.2,Male,1,1
C100508,50,6,2897.29,482.88166666666666,6654.100000000001,34.6,Male,1,1
C100509,35,9,17308.29,1923.1433333333332,26256.74,46.8,Male,1,1
C100510,23,16,117205.55,7325.346875,235563.0,23.9,Female,0,0
C100511,164,2,1274.66,637.3299999999999,10555.44,47.1,Female,0,1
C100512,10,24,186878.62,7786.609166666666,88055.27,37.9,Male,1,0
C100513,12,11,30682.45,2789.3136363636363,14786.27,32.4,Female,0,1
C100514,26,9,41916.29,4657.365555555556,51367.71,48.6,Unknown,0,1
C100515,3,11,26548.660000000003,2413.514545454546,48437.97,26.7,Male,1,1
C100516,100,5,10255.62,2051.1240000000003,98173.58,42.0,Female,0,1
C100517,72,18,132186.62,7343.701111111111,53788.28,23.0,Male,1,0
C100518,207,5,214092.03,42818.406,17929.39,43.4,Female,0,0
C100519,33,8,33451.92,4181.49,103786.19,43.7,Male,1,1
C100520,9,9,19425.6,2158.4,57394.34,45.0,Male,1,1
C100521,58,8,24176.59,3022.07375,56258.99,62.4,Male,1,1
C100522,8,8,25306.09,3163.26125,35215.42,40.7,Male,1,1
C100523,149,3,5645.5,1881.8333333333333,11576.659999999998,21.399999999999995,Male,1,1
C100524,212,1,324.47,324.47,13037.36,22.3,Female,0,1
C100525,3,18,125396.41,6966.467222222223,212533.64,55.1,Female,0,0
C100526,227,1,549.89,549.89,1965.12,40.7,Female,0,1
C100527,26,7,5656.58,808.0828571428572,6830.51,40.7,Male,1,1
C100528,255,4,45401.03,11350.2575,23728.17,56.4,Female,0,1
C100529,21,9,16304.2,1811.5777777777776,104328.62,32.6,Female,0,1
C100530,193,1,212.3,212.3,16179.84,22.8,Female,0,1
C100531,83,6,10719.27,1786.5449999999998,38254.58,40.7,Male,1,1
C100532,2,19,118244.56,6223.397894736842,47693.35,19.9,Male,1,0
C100533,46,5,3947.14,789.4280000000001,11799.16,65.0,Unknown,0,1
C100534,1,10,294368.5699999997,29436.85699999997,52253.95,43.8,Female,0,0
C100535,10,10,257698.66000000003,25769.866,10577.18,43.4,Female,0,0
C100536,284,2,2087.11,1043.555,17092.33,40.7,Male,1,1
C100537,94,8,27257.47,3407.18375,26621.54,61.4,Female,0,1
C100538,32,8,15383.72,1922.965,47693.35,53.9,Male,1,1
C100539,252,3,3691.86,1230.62,34098.88,22.899999999999995,Female,0,1
C100540,20,5,5554.14,1110.828,73271.8,40.7,Female,0,1
C100541,3,18,65438.11,3635.450555555556,186265.55,40.7,Male,1,0
C100542,201,6,108758.47,18126.411666666667,27050.64,29.0,Male,1,1
C100543,28,8,31208.65,3901.08125,28641.23,35.3,Male,1,1
C100544,30,2,1339.41,669.705,3308.23,40.7,Unknown,0,1
C100545,26,8,25409.82,3176.2275,76933.29,58.6,Female,0,1
C100546,18,11,27846.69,2531.5172727272725,76684.14,31.1,Male,1,1
C100547,35,5,15812.49,3162.498,49530.12,40.7,Female,0,1
C100548,35,7,11376.44,1625.2057142857143,53292.45,41.9,Female,0,1
C100549,14,10,16032.41,1603.241,92675.9,39.3,Female,0,1
C100550,11,13,107122.83,8240.217692307693,121126.01,37.9,Female,0,0
C100551,227,3,2186.27,728.7566666666667,13935.52,57.0,Male,1,1
C100552,235,3,2100.17,700.0566666666665,34675.53,40.7,Unknown,0,1
C100553,54,10,25392.5,2539.25,71513.73,23.0,Female,0,1
C100554,71,9,13325.36,1480.5955555555556,31094.72,44.4,Male,1,1
C100555,44,8,17582.57,2197.82125,66420.28,31.3,Female,0,1
C100556,13,12,29017.62,2418.135,92723.33,40.7,Female,0,1
C100557,206,2,2241.53,1120.765,20249.85,35.8,Female,0,1
C100558,146,7,10766.0,1538.0,43904.77999999999,66.0,Female,0,1
C100559,7,8,13894.3,1736.7875,83977.32,22.6,Unknown,0,1
C100560,8,17,96043.94,5649.643529411765,25797.87,40.7,Female,0,0
C100561,279,3,1608.15,536.0500000000001,39563.93,32.8,Female,0,1
C100563,12,12,71083.37999999999,5923.614999999999,51367.71,40.7,Unknown,0,1
C100564,43,7,22581.01,3225.8585714285714,33632.16,64.8,Female,0,1
C100565,7,18,89666.91,4981.495,67225.87,19.8,Female,0,0
C100566,28,6,3533.25,588.875,12023.590000000002,49.0,Female,0,1
C100567,51,5,4843.81,968.762,11762.16,32.4,Female,0,1
C100568,158,5,281496.6099999997,56299.32199999995,51367.71,40.7,Unknown,0,0
C100569,18,13,79119.72,6086.132307692308,51367.71,56.89999999999999,Unknown,0,1
C100570,199,5,5357.57,1071.514,8280.19,64.2,Female,0,1
C100571,225,3,2007.53,669.1766666666667,15548.64,63.5,Male,1,1
C100572,28,9,275116.5999999997,30568.511111111075,8282.21,54.6,Female,0,0
C100573,32,22,167312.59,7605.117727272727,41943.84,48.4,Male,1,0
C100574,16,8,7003.08,875.385,11779.17,38.7,Male,1,1
C100575,50,9,13940.75,1548.9722222222222,28676.46,40.7,Male,1,1
C100576,56,7,7556.45,1079.492857142857,52253.95,40.7,Female,0,1
C100577,14,4,18468.52,4617.13,22754.07,37.9,Male,1,1
C100578,130,7,22331.91,3190.272857142857,68047.49,52.4,Male,1,1
C100579,79,11,61996.09,5636.008181818183,200313.27,21.0,Female,0,0
C100580,7,7,15913.67,2273.3814285714284,29452.82,31.0,Female,0,1
C100581,34,6,4172.49,695.415,13752.63,33.5,Male,1,1
C100582,315,1,2740.49,2740.49,35767.69,46.7,Unknown,0,1
C100583,11,9,23674.41,2630.49,71828.0,40.7,Male,1,1
C100584,2,4,2188.73,547.1825,16020.27,27.3,Female,0,1
C100585,59,11,26486.46,2407.86,51724.58,40.7,Female,0,1
C100586,169,5,16354.23,3270.846,69749.17,22.5,Unknown,0,1
C100587,212,5,8410.7,1682.14,18400.96,32.9,Male,1,1
C100588,5,8,293469.17999999976,36683.64749999997,10922.29,20.8,Unknown,0,0
C100589,7,12,83326.76,6943.8966666666665,101026.52999999998,40.7,Female,0,0
C100590,223,4,2838.6,709.65,26712.59,50.1,Male,1,1
C100591,14,16,296233.53,18514.595625,31294.72,49.1,Male,1,0
C100592,158,9,293225.7699999997,32580.64111111108,57107.77,58.900000000000006,Male,1,0
C100593,28,15,373541.3699999997,24902.75799999998,77632.67,40.7,Male,1,0
C100594,46,9,28346.44,3149.604444444444,73506.23,34.3,Male,1,1
C100595,19,4,5898.82,1474.705,17193.93,66.6,Female,0,1
C100596,45,6,21061.28,3510.213333333333,240531.19000000003,52.20000000000001,Male,1,1
C100597,74,11,25595.17,2326.8336363636367,30467.88,51.8,Female,0,1
C100598,231,8,20479.78,2559.9725,138205.32,29.4,Female,0,1
C100599,38,5,64359.40000000001,12871.88,8719.83,63.9,Male,1,1
C100600,10,8,17709.41,2213.67625,67373.79,43.5,Female,0,1
C100601,24,8,21710.12,2713.765,5370.73,57.4,Male,1,1
C100602,150,2,880.61,440.305,6182.2,64.5,Female,0,1
C100603,43,8,17391.61,2173.95125,3993.34,24.1,Male,1,1
C100604,36,4,3593.17,898.2925,47693.35,50.3,Male,1,1
C100605,25,9,27914.47,3101.6077777777778,79326.66,40.7,Male,1,1
C100606,169,4,1850.35,462.5875,51367.71,19.7,Unknown,0,1
C100607,68,4,5781.360000000001,1445.34,11588.68,40.7,Male,1,1
C100608,24,12,20455.2,1704.6,49274.28,46.1,Male,1,1
C100609,85,6,3174.56,529.0933333333334,18375.7,40.7,Male,1,1
C100610,1,7,20897.56,2985.365714285714,125370.42,48.1,Male,1,1
C100611,12,10,97473.81,9747.381,47693.35,40.7,Male,1,1
C100612,15,14,106189.22,7584.944285714286,378740.23999999993,36.8,Unknown,0,0
C100613,118,6,3594.01,599.0016666666667,22232.680000000004,52.4,Unknown,0,1
C100614,4,9,5580.110000000001,620.0122222222222,11618.4,55.9,Male,1,1
C100615,196,1,75.84,75.84,10856.3,27.1,Female,0,1
C100616,26,11,27349.9,2486.3545454545456,68502.33,25.5,Male,1,1
C100617,36,6,6107.07,1017.845,9784.54,40.7,Female,0,1
C100618,36,7,14722.3,2103.1857142857143,29639.57,56.7,Female,0,1
C100619,27,12,76119.5,6343.291666666667,618590.11,44.70000000000001,Female,0,0
C100620,7,11,21479.53,1952.6845454545453,22920.89,57.0,Unknown,0,1
C100621,48,6,9532.58,1588.763333333333,58120.94999999999,23.0,Female,0,1
C100622,4,23,161551.91999999998,7023.99652173913,114620.95,60.9,Male,1,0
C100623,26,9,137446.21,15271.80111111111,52253.95,51.6,Female,0,0
C100624,28,5,13236.99,2647.398,34075.98,33.3,Female,0,1
C100625,22,9,16123.02,1791.4466666666667,21865.24,55.4,Male,1,1
C100626,122,4,3291.07,822.7674999999999,47693.35,36.2,Male,1,1
C100627,85,3,9855.69,3285.23,24171.98,62.70000000000001,Female,0,1
C100628,73,10,16003.87,1600.3870000000002,109284.74000000002,33.8,Male,1,1
C100629,45,6,15626.0,2604.333333333333,24299.3,30.5,Female,0,1
C100630,16,8,5766.63,720.82875,47693.35,40.7,Male,1,1
C100631,59,11,23368.48,2124.407272727273,47693.35,54.3,Male,1,1
C100632,10,10,33595.53,3359.553,70747.64,24.9,Female,0,1
C100633,71,13,57989.15,4460.703846153846,7650.67,64.1,Male,1,1
C100634,22,8,15460.43,1932.55375,31133.41,37.1,Female,0,1
C100635,111,2,3578.36,1789.1799999999998,20087.81,26.0,Male,1,1
C100636,37,13,26286.68,2022.052307692308,52253.95,55.0,Female,0,1
C100637,76,18,111574.99,6198.610555555555,52253.95,35.2,Female,0,0
C100638,37,8,26904.28,3363.035,39836.78,37.8,Female,0,1
C100639,181,3,3276.46,1092.1533333333334,7888.88,54.9,Female,0,1
C100640,3,12,33659.08,2804.9233333333336,47693.35,20.6,Male,1,1
C100641,96,5,4223.13,844.626,23713.23,19.8,Male,1,1
C100642,200,4,4390.74,1097.685,10108.04,20.0,Male,1,1
C100643,131,2,4354.04,2177.02,10735.73,40.7,Female,0,1
C100644,17,4,4845.7,1211.425,10681.0,32.5,Male,1,1
C100645,2,16,115819.92,7238.745,47693.35,42.7,Male,1,0
C100646,24,8,11679.12,1459.89,56399.4,40.7,Male,1,1
C100647,80,4,6181.65,1545.4125,27953.84,40.7,Female,0,1
C100648,142,5,1429.0,285.8,9700.19,40.7,Female,0,1
C100649,11,6,43542.13,7257.021666666666,342978.92,64.9,Unknown,0,0
C100650,59,7,10632.41,1518.9157142857143,88102.77,54.9,Female,0,1
C100651,2,16,368310.1599999997,23019.384999999984,79050.49,35.5,Female,0,0
C100652,7,11,83657.23,7605.202727272727,58919.28,32.5,Male,1,1
C100653,7,21,142894.13999999998,6804.482857142856,305029.15,59.0,Female,0,0
C100654,130,6,12931.14,2155.19,55160.82,44.70000000000001,Male,1,1
C100655,257,3,5121.45,1707.15,24838.77,40.7,Unknown,0,1
C100656,241,2,4583.2300000000005,2291.615,14274.08,28.5,Male,1,1
C100657,8,9,14064.23,1562.6922222222222,71006.14,49.9,Male,1,1
C100658,15,11,34483.3,3134.8454545454547,62261.48,28.0,Female,0,1
C100659,46,7,180064.55000000002,25723.507142857143,86238.94000000002,23.7,Female,0,0
C100660,252,1,576.63,576.63,54801.46,49.6,Male,1,1
C100661,1,9,30932.59,3436.954444444445,105161.33,59.0,Unknown,0,1
C100662,167,4,6402.93,1600.7325,64116.87,40.7,Male,1,1
C100663,13,22,189278.37,8603.562272727273,600713.48,63.3,Male,1,0
C100664,4,12,30350.69,2529.2241666666664,99475.96,37.5,Unknown,0,1
C100665,13,5,18470.69,3694.138,100878.91,60.6,Male,1,1
C100666,327,1,2085.36,2085.36,52253.95,19.6,Female,0,1
C100667,3,5,4883.4400000000005,976.688,20940.54,27.7,Female,0,1
C100668,2,22,170122.88,7732.858181818182,99681.03,45.9,Female,0,0
C100669,349,1,284.35,284.35,52253.95,48.5,Female,0,1
C100670,8,15,88585.64,5905.709333333333,371867.09,40.7,Female,0,0
C100671,151,7,23860.61,3408.658571428572,60107.96,67.4,Male,1,1
C100672,106,2,1266.26,633.13,8048.34,28.4,Male,1,1
C100673,214,1,485.96,485.96,36146.52,51.1,Female,0,1
C100674,23,8,18709.42,2338.6775,3566.68,26.2,Male,1,1
C100675,13,6,13319.89,2219.9816666666666,91272.97000000002,62.20000000000001,Unknown,0,1
C100676,21,7,31769.46,4538.494285714286,44650.65,40.7,Unknown,0,1
C100678,260,2,2807.27,1403.635,43991.48,53.3,Male,1,1
C100679,39,10,27634.91,2763.491,39458.8,40.7,Male,1,1
C100680,11,15,104957.36,6997.157333333334,83125.23,59.5,Male,1,0
C100681,27,17,103465.24,6086.190588235295,239151.47,57.1,Female,0,0
C100682,302,2,2381.1,1190.55,16190.39,40.7,Female,0,1
C100683,2,6,16381.02,2730.17,51370.71,49.70000000000001,Female,0,1
C100684,4,5,2281.12,456.224,27777.54,40.7,Unknown,0,1
C100685,256,1,1274.79,1274.79,47693.35,23.5,Male,1,1
C100686,76,5,4831.09,966.218,52253.95,40.7,Female,0,1
C100687,3,7,6908.799999999999,986.9714285714284,52253.95,63.4,Female,0,1
C100688,29,10,7324.49,732.449,28109.11,22.7,Male,1,1
C100689,60,4,4631.04,1157.76,5503.87,22.8,Female,0,1
C100690,16,13,79249.67,6096.128461538461,120392.94,40.7,Male,1,0
C100691,119,10,48141.73,4814.173000000001,47693.35,25.9,Male,1,1
C100692,86,7,43851.49,6264.498571428571,47693.35,53.5,Male,1,1
C100693,57,17,117196.57,6893.9158823529415,247886.54,35.7,Female,0,0
C100694,10,2,835.99,417.995,4580.61,19.8,Male,1,1
C100695,29,7,22933.32,3276.188571428572,26555.71,40.7,Male,1,1
C100696,9,13,356035.9199999997,27387.37846153844,295142.68,49.10000000000001,Male,1,0
C100697,22,12,31284.25,2607.020833333333,47693.35,54.70000000000001,Male,1,1
C100698,49,18,97040.73,5391.151666666667,186379.37,37.7,Male,1,0
C100699,58,10,28571.78,2857.178,20709.46,20.6,Female,0,1
C100700,115,7,24098.460000000003,3442.6371428571438,47693.35,36.3,Male,1,1
C100701,5,13,27112.39,2085.5684615384616,26855.950000000004,50.8,Male,1,1
C100702,26,10,25497.88,2549.788,2914.57,40.7,Female,0,1
C100703,31,8,18212.02,2276.5025,125815.19,40.1,Female,0,1
C100705,34,12,23529.48,1960.79,92850.2,59.6,Female,0,1
C100706,55,3,5880.3,1960.1,7105.829999999999,27.100000000000005,Male,1,1
C100707,47,4,10595.81,2648.9525000000003,19040.78,30.5,Female,0,1
C100708,135,6,12148.69,2024.7816666666663,48367.85,60.4,Male,1,1
C100709,8,13,357642.79,27510.98384615385,253403.83,22.5,Female,0,0
C100710,2,5,14909.34,2981.868,31418.04,36.1,Male,1,1
C100711,209,2,2239.15,1119.575,10669.16,68.0,Male,1,1
C100712,51,5,6222.59,1244.518,7145.18,39.5,Male,1,1
C100714,20,9,12192.28,1354.697777777778,13233.37,57.400000000000006,Male,1,1
C100715,19,9,7109.51,789.9455555555555,5484.47,58.0,Male,1,1
C100716,9,13,396018.72999999975,30462.97923076921,240805.5,40.7,Female,0,0
C100717,72,8,31217.94,3902.2425,52253.95,41.2,Female,0,1
C100718,231,1,3791.22,3791.22,17142.08,66.6,Female,0,1
C100719,58,1,2057.4,2057.4,28569.22,27.9,Male,1,1
C100720,6,9,29622.74,3291.415555555556,53994.49,40.7,Male,1,1
C100721,1,5,2017.91,403.582,9140.35,40.2,Female,0,1
C100722,96,3,6141.889999999999,2047.2966666666664,9982.58,69.0,Male,1,1
C100723,2,7,16066.35,2295.192857142857,78759.05,53.1,Male,1,1
C100724,59,12,30002.16,2500.18,41634.26,42.0,Unknown,0,1
C100725,246,2,3095.84,1547.92,104953.2,44.9,Male,1,1
C100726,7,19,155781.76,8199.04,213622.83,58.0,Male,1,0
C100727,1,16,29445.25,1840.328125,123863.27,45.9,Female,0,1
C100728,25,4,2424.58,606.145,6027.16,35.9,Female,0,1
C100729,41,23,173815.59,7557.199565217391,264299.97,40.7,Male,1,0
C100730,192,7,36824.93,5260.704285714286,25757.03,37.0,Female,0,1
C100731,3,10,24841.02,2484.102,47693.35,32.4,Male,1,1
C100732,217,2,686.77,343.385,14056.12,23.2,Female,0,1
C100733,13,20,128339.76,6416.987999999999,244077.09,23.3,Female,0,0
C100734,26,9,22945.1,2549.4555555555557,29158.72,39.0,Female,0,1
C100735,4,10,13877.98,1387.798,55080.47,52.7,Unknown,0,1
C100736,58,9,23962.33,2662.4811111111107,21365.93,29.899999999999995,Male,1,1
C100737,93,11,23471.79,2133.799090909091,71291.17,63.1,Female,0,1
C100738,75,1,1275.31,1275.31,7716.93,40.6,Female,0,1
C100739,19,9,9037.18,1004.1311111111112,6681.5,48.8,Female,0,1
C100740,51,7,12812.75,1830.392857142857,52253.95,45.9,Female,0,1
C100741,4,10,24180.35,2418.035,32097.85,58.2,Male,1,1
C100742,1,7,8580.939999999999,1225.8485714285712,4402.93,40.7,Unknown,0,1
C100743,41,10,21319.3,2131.93,121700.99000000002,56.1,Male,1,1
C100745,1,9,16184.09,1798.2322222222222,53359.6,21.6,Female,0,1
C100746,87,3,2014.6,671.5333333333333,66601.54,52.20000000000001,Male,1,1
C100747,93,7,19140.46,2734.3514285714286,52638.76,54.9,Female,0,1
C100748,1,15,92083.58,6138.905333333333,63573.89,35.0,Male,1,0
C100749,6,16,125186.42,7824.15125,372624.79,40.7,Male,1,0
C100750,39,23,105657.81,4593.817826086956,140121.33,47.8,Male,1,0
C100751,204,1,3633.3,3633.3,47693.35,54.9,Male,1,1
C100752,154,3,1481.65,493.8833333333334,15655.98,40.7,Female,0,1
C100753,31,17,97675.07,5745.592352941176,47693.35,65.6,Male,1,0
C100754,99,7,85447.57,12206.795714285716,22979.83,48.5,Male,1,1
C100755,3,10,66189.88,6618.988,52253.95,49.0,Female,0,1
C100756,257,3,3952.61,1317.5366666666666,19451.56,63.6,Male,1,1
C100757,26,17,108578.98,6386.998823529411,128307.71000000002,40.7,Unknown,0,0
C100758,110,7,18012.82,2573.26,8457.46,28.8,Female,0,1
C100759,19,19,130155.74,6850.302105263158,52253.95,41.1,Female,0,0
C100760,35,10,125699.52,12569.952,286147.6,50.3,Female,0,0
C100761,43,7,11135.58,1590.797142857143,25607.8,35.4,Female,0,1
C100762,190,4,2897.9,724.475,52253.95,40.7,Female,0,1
C100763,55,8,26056.54,3257.0675,47693.35,29.8,Male,1,1
C100764,3,22,145667.05,6621.229545454545,62112.48,58.0,Male,1,0
C100765,22,9,4305.34,478.37111111111113,22571.43,65.6,Male,1,1
C100766,53,8,14430.52,1803.815,73693.65,19.6,Female,0,1
C100767,1,8,30450.32,3806.29,70068.58,40.7,Female,0,1
C100768,12,3,3845.85,1281.95,25918.41,32.7,Female,0,1
C100769,123,5,3074.85,614.97,29909.5,34.0,Female,0,1
C100770,9,7,10235.77,1462.2528571428572,52253.95,28.6,Female,0,1
C100771,180,5,3917.89,783.578,9840.47,40.7,Female,0,1
C100772,272,4,3643.9,910.975,14449.91,40.7,Female,0,1
C100773,90,8,48924.8,6115.599999999999,51367.71,42.2,Unknown,0,1
C100774,144,4,4224.62,1056.155,10948.71,40.7,Female,0,1
C100775,12,9,18100.4,2011.155555555556,45130.4,29.899999999999995,Female,0,1
C100776,1,11,34816.28,3165.1163636363635,31244.520000000004,60.5,Female,0,1
C100777,103,6,2281.04,380.17333333333335,13106.62,40.7,Male,1,1
C100778,217,1,130.89,130.89,23241.61,40.7,Male,1,1
C100779,7,12,595733.3299999995,49644.444166666624,297969.29,40.7,Female,0,0
C100780,133,6,3831.48,638.58,1632.01,40.7,Female,0,1
C100781,95,9,17400.66,1933.4066666666668,52253.95,40.7,Female,0,1
