TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
T503340,C100178,1996-02-12,Female,Mumbai,18046.45,2024-07-30,94617,1275.14,28.4
T503139,C100328,1993-09-23,Female,Mumbai,138849.89,2024-02-29,55218,2057.3999999999996,30.8
T502831,C100374,1997-06-01,Female,Jaipur,55312.12,2024-06-07,63046,2057.3999999999996,27.1
T502179,C100479,1980-10-22,Female,Kolkata,98501.77,2024-01-17,171011,6648.17,43.7
T501216,C100406,,Female,Chennai,70730.83,2024-06-14,135021,2764.26,40.7
T502503,C100090,1973-06-11,Male,Pune,17694.21,2024-08-20,92312,1421.71,51.1
T502889,C100317,1983-03-05,Unknown,Surat,27760.8,2024-11-27,202133,521.23,41.3
T503058,C100143,1981-07-23,Male,Pune,241385.44,2024-12-17,175405,18608.4,42.9
T504036,C100743,1968-05-24,Male,Unknown,121700.99,2024-08-23,102127,1917.91,56.1
T502810,C100668,1978-07-21,Female,Bangalore,99681.03,2024-12-29,154025,10891.06,45.9
T500737,C100177,,Unknown,Ahmedabad,208320.55,2024-03-05,175242,2987.3,40.7
T501661,C100750,1976-09-20,Male,Mumbai,140121.33,2024-09-01,152325,1222.57,47.8
T502654,C100249,1980-02-06,Female,Bangalore,10242.73,2024-07-13,105809,1163.02,44.4
T505668,C100757,,Unknown,Nagpur,128307.71,2024-09-13,60705,10426.39,40.7
T503368,C100594,1990-02-24,Male,Hyderabad,73506.23,2024-03-27,202905,5097.48,34.3
T501684,C100541,,Male,Ahmedabad,186265.55,2024-07-18,61357,2014.08,40.7
T505009,C100491,1974-05-21,Female,Pune,8845.0,2024-11-18,92243,1391.75,50.1
T500231,C100654,1979-10-15,Male,Bengaluru,55160.82,2024-05-27,21814,3133.83,44.7
T502423,C100645,1981-11-02,Male,Unknown,47693.35,2024-01-06,70708,5699.51,42.7
T502996,C100375,1999-11-27,Male,Nagpur,267588.1,2024-11-12,201000,587.66,24.6
T505145,C100264,1984-06-01,Male,Hyderabad,47693.35,2024-03-15,84439,13434.83,40.1
T501561,C100589,,Female,Chennai,101026.53,2024-01-18,75251,11387.94,40.7
T500956,C100286,1981-05-16,Female,Jaipur,28080.8,2024-03-22,173433,2034.98,43.1
T501388,C100410,,Male,Bangalore,9932.03,2024-04-18,213239,951.28,40.7
T501625,C100473,1982-04-03,Female,Bengaluru,52253.95,2024-06-23,2034,4630.79,42.2
T504393,C100770,1995-12-02,Female,Jaipur,52253.95,2024-10-08,195017,1904.85,28.6
T501144,C100400,1961-12-17,Female,Pune,52253.95,2024-08-03,213457,1941.56,62.5
T503026,C100565,2004-09-19,Female,Bangalore,67225.87,2024-01-22,75621,4968.77,19.8
T501884,C100114,1977-09-22,Female,Lucknow,52253.95,2024-10-23,65238,2057.3999999999996,46.8
T502945,C100599,1960-07-23,Male,Surat,8719.83,2024-11-23,104633,1221.27,63.9
T505466,C100709,2001-12-15,Female,Nagpur,253403.83,2024-08-19,100211,16750.8,22.5
T502502,C100126,1992-08-14,Unknown,Jaipur,17927.78,2024-11-01,54510,431.89,31.9
T503263,C100153,1982-08-04,Female,Lucknow,379373.89,2024-09-19,94227,3069.99,41.9
T503169,C100320,1980-02-27,Male,Lucknow,23034.86,2024-04-12,122121,226.18,44.3
T505324,C100339,1966-04-20,Male,Pune,62182.35,2024-09-20,192919,11583.25,58.2
T502584,C100114,1977-09-22,Female,Lucknow,52253.95,2024-10-04,35450,1248.52,46.8
T500987,C100248,1970-05-12,Male,Kolkata,89559.95,2024-09-25,3851,160.41,54.1
T505787,C100245,1955-03-12,Male,Pune,7617.01,2024-08-12,185225,339.98,69.3
T502371,C100566,1975-06-21,Female,Kolkata,12023.59,2024-05-11,112851,842.3,49.0
T503359,C100757,,Unknown,Nagpur,128307.71,2024-04-12,143235,7831.96,40.7
T504642,C100764,1966-06-14,Male,Jaipur,62112.48,2024-12-13,115353,8143.09,58.0
T505267,C100219,1997-11-21,Female,Bengaluru,20875.12,2024-06-06,92319,1329.63,26.6
T504970,C100014,1995-01-22,Male,Lucknow,72097.18,2024-11-04,90055,5178.37,29.4
T505614,C100549,1985-03-20,Female,Delhi,92675.9,2024-02-19,61513,168.48,39.3
T502016,C100309,1970-04-13,Female,Mumbai,40590.8,2024-08-05,110756,1808.44,54.2
T505082,C100111,1961-02-13,Female,Bengaluru,31428.6,2024-03-26,183652,2116.23,63.4
T505074,C100614,1968-08-13,Male,Chennai,11618.4,2024-09-07,130100,537.39,55.9
T501665,C100102,1981-07-14,Male,Kolkata,15311.0,2024-03-13,125346,686.57,43.0
T500971,C100215,,Male,Jaipur,51679.23,2024-12-19,11535,997.78,40.7
T505578,C100386,,Unknown,Jaipur,12445.0,2024-11-28,31636,523.58,40.7
T503847,C100475,,Female,Bengaluru,89827.75,2024-10-26,182242,194.66,40.7
T500893,C100016,1956-02-07,Female,Mumbai,21454.12,2024-09-29,114154,497.83,68.4
T505001,C100419,,Male,Delhi,26055.1,2024-12-05,190724,191.76,40.7
T505123,C100621,2001-07-16,Female,Hyderabad,58120.95,2024-02-11,22946,348.13,23.0
T501895,C100760,1974-03-14,Female,Mumbai,286147.6,2024-02-10,24130,14286.78,50.3
T501179,C100082,,Unknown,Hyderabad,3621.26,2024-02-21,12319,698.39,40.7
T504878,C100646,,Male,Delhi,56399.4,2024-08-28,163534,2535.86,40.7
T501128,C100103,1991-02-14,Unknown,Delhi,51367.71,2024-08-24,73659,2089.99,33.4
T500961,C100650,1969-08-17,Female,Ahmedabad,88102.77,2024-11-02,90122,945.14,54.9
T500892,C100390,,Female,Delhi,5005.43,2024-02-14,125218,1999.47,40.7
T503265,C100534,1980-09-21,Female,Mumbai,52253.95,2024-01-27,204312,3009.35,43.8
T500325,C100479,1980-10-22,Female,Kolkata,98501.77,2024-01-22,541,8550.54,43.7
T502086,C100792,1983-12-13,Male,Bengaluru,147204.05,2024-11-16,25613,6920.06,40.5
T501847,C100566,1975-06-21,Female,Kolkata,12023.59,2024-07-12,144055,218.84,49.0
T504688,C100705,1964-12-03,Female,Bengaluru,92850.2,2024-11-27,142931,2532.18,59.6
T502837,C100199,1983-08-12,Male,Mumbai,71799.72,2024-12-22,85103,790.96,40.9
T505666,C100037,1994-03-09,Female,Delhi,33340.33,2024-10-20,35212,128325.0,30.3
T503261,C100436,,Female,Jaipur,93354.27,2024-07-24,74057,6218.49,40.7
T501169,C100023,1975-05-12,Male,Hyderabad,5699.11,2024-08-12,3938,379.01,49.1
T504224,C100235,1981-09-21,Female,Pune,15017.22,2024-10-05,85036,113.38,42.8
T504471,C100736,1994-08-24,Male,Mumbai,21365.93,2024-05-25,13021,7915.58,29.9
T503182,C100080,1998-05-06,Male,Bangalore,772078.46,2024-08-26,131525,13289.5,26.2
T503541,C100750,1976-09-20,Male,Mumbai,140121.33,2024-03-08,132444,9223.6,47.8
T503753,C100691,1998-08-13,Male,Pune,47693.35,2024-01-20,84157,7055.01,25.9
T503145,C100619,1979-10-27,Female,Jaipur,618590.11,2024-06-01,82400,7941.38,44.7
T501118,C100628,1990-09-03,Male,Pune,109284.74,2024-04-07,30116,2514.07,33.8
T501015,C100611,,Male,Bangalore,47693.35,2024-08-23,15216,19389.89,40.7
T505106,C100437,1977-05-10,Female,Pune,58587.83,2024-11-03,40924,2861.07,47.1
T503417,C100708,1964-01-27,Male,Kolkata,48367.85,2024-06-20,141429,1943.42,60.4
T502976,C100622,1963-08-04,Male,Pune,114620.95,2024-11-12,170422,7349.32,60.9
T504683,C100532,2004-08-12,Male,Ahmedabad,47693.35,2024-10-30,60216,2762.0,19.9
T502924,C100239,1978-10-02,Male,Chennai,30783.15,2024-10-29,194521,564.28,45.7
T500101,C100765,1958-11-07,Male,Chennai,22571.43,2024-03-02,101406,452.3,65.6
T501749,C100240,2003-12-24,Male,Mumbai,58083.3,2024-08-13,214813,3732.53,20.5
T504177,C100324,,Male,Ahmedabad,8250.81,2024-03-03,93050,1118.78,40.7
T501935,C100399,,Female,Jaipur,32377.8,2024-06-03,210650,1038.54,40.7
T500953,C100434,,Unknown,Hyderabad,17342.63,2024-01-10,224853,4379.24,40.7
T505380,C100698,1986-10-03,Male,Mumbai,186379.37,2024-08-17,191232,11173.99,37.7
T500232,C100667,1996-11-02,Female,Chennai,20940.54,2024-10-31,121320,3015.01,27.7
T501244,C100037,1994-03-09,Female,Delhi,33340.33,2024-12-27,15915,142.93,30.3
T505124,C100155,,Male,Chennai,47693.35,2024-07-23,204842,243915.0,40.7
T501543,C100764,1966-06-14,Male,Jaipur,62112.48,2024-01-06,23215,1043.02,58.0
T500073,C100743,1968-05-24,Male,Unknown,121700.99,2024-10-05,164816,1292.71,56.1
T505753,C100188,1981-12-18,Male,Pune,34870.27,2024-11-23,231931,1390.8,42.5
T504584,C100733,2001-03-05,Female,Bangalore,244077.09,2024-07-17,125946,7400.67,23.3
T501354,C100620,1967-06-27,Unknown,Chennai,22920.89,2024-11-01,135503,802.16,57.0
T504483,C100310,1984-08-23,Male,Hyderabad,323760.11,2024-05-26,45210,12254.14,39.9
T504138,C100032,1977-10-16,Female,Kolkata,27810.1,2024-06-17,182316,594.28,46.7
T503508,C100527,,Male,Ahmedabad,6830.51,2024-01-03,224619,1069.86,40.7
T503763,C100178,1996-02-12,Female,Mumbai,18046.45,2024-10-14,210922,2387.45,28.4
T502937,C100407,,Female,Jaipur,11790.29,2024-03-02,195936,5282.45,40.7
T501166,C100161,1999-05-26,Male,Lucknow,68566.76,2024-08-19,165255,3122.58,25.1
T503476,C100545,1965-11-14,Female,Mumbai,76933.29,2024-06-03,225145,505.82,58.6
T504710,C100761,1989-02-09,Female,Surat,25607.8,2024-05-03,183832,2211.22,35.4
T505454,C100556,,Female,Hyderabad,92723.33,2024-05-05,151721,209.76,40.7
T504899,C100556,,Female,Hyderabad,92723.33,2024-10-01,54741,5473.32,40.7
T502919,C100421,1985-01-17,Male,Chennai,123501.29,2024-11-16,140309,773.99,39.4
T502457,C100644,1991-12-17,Male,Pune,10681.0,2024-12-14,32144,2057.3999999999996,32.5
T504889,C100596,1972-04-07,Male,Mumbai,240531.19,2024-04-09,124124,3902.08,52.2
T504554,C100652,1991-12-20,Male,Unknown,58919.28,2024-10-07,182609,8197.58,32.5
T503319,C100702,,Female,Mumbai,2914.57,2024-07-13,92545,537.56,40.7
T505403,C100546,1993-05-20,Male,Delhi,76684.14,2024-09-22,2149,3736.4,31.1
T504975,C100278,1989-05-16,Male,Bangalore,113740.31,2024-07-26,123401,796.0,35.1
T502585,C100558,1958-07-13,Female,Hyderabad,43904.78,2024-03-21,145543,2057.3999999999996,66.0
T504095,C100292,,Female,Mumbai,9547.79,2024-10-27,43257,706.78,40.7
T501282,C100543,1989-02-25,Male,Chennai,28641.23,2024-11-11,140035,4988.73,35.3
T500080,C100690,,Male,Bangalore,120392.94,2024-05-28,150244,9957.63,40.7
T501740,C100044,1962-08-19,Male,Hyderabad,43950.32,2024-08-05,175330,12694.39,61.9
T500405,C100693,1988-10-11,Female,Jaipur,247886.54,2024-05-11,155959,11506.59,35.7
T504659,C100280,1996-06-03,Male,Kolkata,61078.77,2024-09-01,230801,1527.21,28.1
T505318,C100379,1983-04-05,Male,Mumbai,71283.08,2024-12-07,143905,211.37,41.2
T503709,C100681,1967-05-15,Female,Lucknow,239151.47,2024-02-06,51740,1600.7,57.1
T503356,C100162,1997-09-24,Male,Delhi,42810.3,2024-04-10,173126,3663.8,26.8
T501586,C100510,2000-08-03,Female,Ahmedabad,235563.0,2024-06-08,24342,1133.37,23.9
T503756,C100205,1967-04-14,Female,Pune,35559.48,2024-02-12,61748,263.96,57.2
T505875,C100723,1971-06-05,Male,Surat,78759.05,2024-07-29,43240,3320.2,53.1
T501429,C100316,1994-03-18,Male,Mumbai,11959.24,2024-11-07,73754,2297.85,30.3
T503438,C100123,1996-09-14,Male,Hyderabad,24576.12,2024-08-24,82452,518.08,27.8
T504810,C100241,1972-06-24,Male,Pune,46874.59,2024-11-11,90202,1683.05,52.0
T502959,C100368,1991-10-16,Female,Jaipur,144315.15,2024-01-08,131649,17330.33,32.7
T500960,C100312,1971-03-04,Female,Nagpur,52253.95,2024-01-07,152250,820.86,53.3
T502519,C100069,1969-07-10,Male,Unknown,884.62,2024-12-13,64537,1029.86,55.0
T501450,C100210,1956-12-04,Female,Delhi,112806.44,2024-12-08,172807,3954.8,67.6
T504282,C100687,1961-01-23,Female,Jaipur,52253.95,2024-01-26,124141,960.93,63.4
T502926,C100155,,Male,Chennai,47693.35,2024-08-27,212055,262960.0,40.7
T500921,C100429,1992-05-17,Female,Delhi,40293.13,2024-08-06,204108,1849.41,32.1
T503357,C100634,1987-06-04,Female,Mumbai,31133.41,2024-11-06,54832,64.89,37.1
T505873,C100731,1992-02-17,Male,Hyderabad,47693.35,2024-01-21,51854,1520.8,32.4
T505232,C100556,,Female,Hyderabad,92723.33,2024-07-28,92141,1279.36,40.7
T502790,C100414,2002-02-15,Female,Pune,61143.12,2024-07-10,41418,2057.3999999999996,22.4
T502317,C100021,1996-01-24,Male,Hyderabad,51078.01,2024-06-01,214542,1965.87,28.4
T503462,C100611,,Male,Bangalore,47693.35,2024-11-29,181534,16627.38,40.7
T505347,C100486,1993-04-07,Female,Pune,3302.51,2024-05-21,40245,1163.35,31.2
T503082,C100209,,Female,Unknown,38752.88,2024-07-05,53436,67.46,40.7
T502911,C100480,1993-09-08,Female,Mumbai,37940.98,2024-06-25,24643,1143.53,30.8
T502572,C100010,1989-09-06,Female,Kolkata,239001.2,2024-10-18,102013,6158.12,34.8
T503098,C100372,1983-12-19,Female,Mumbai,59995.96,2024-07-21,150853,696.9,40.5
T504250,C100035,1992-05-22,Male,Mumbai,47693.35,2024-03-28,91651,2511.42,32.1
T504274,C100390,,Female,Delhi,5005.43,2024-08-12,105028,1678.37,40.7
T505134,C100692,1971-01-16,Male,Surat,47693.35,2024-10-06,70241,2419.27,53.5
T503698,C100299,2003-07-15,Male,Jaipur,47693.35,2024-07-30,222245,6795.35,21.0
T505153,C100163,1970-08-04,Male,Kolkata,3126.03,2024-02-29,151126,2253.17,53.9
T501335,C100251,1957-05-01,Female,Pune,19062.18,2024-04-14,80156,4191.94,67.2
T501175,C100156,1992-03-25,Male,Nagpur,23214.84,2024-04-12,215549,450.65,32.3
T505792,C100379,1983-04-05,Male,Mumbai,71283.08,2024-10-28,174202,2315.01,41.2
T505807,C100262,,Female,Hyderabad,52253.95,2024-08-09,62214,505.71,40.7
T500651,C100564,1959-09-18,Female,Ahmedabad,33632.16,2024-02-18,13841,568.57,64.8
T502604,C100104,1987-03-19,Female,Unknown,20769.58,2024-03-19,42358,83.68,37.3
T502024,C100175,1997-09-06,Unknown,Jaipur,66674.74,2024-01-18,91534,423.25,26.8
T503186,C100781,,Female,Lucknow,52253.95,2024-04-29,104101,3403.22,40.7
T503728,C100750,1976-09-20,Male,Mumbai,140121.33,2024-08-09,232813,4044.79,47.8
T505445,C100497,,Male,Hyderabad,28147.07,2024-06-05,131330,2057.3999999999996,40.7
T500213,C100653,1965-07-06,Female,Ahmedabad,305029.15,2024-09-07,1436,16106.82,59.0
T503813,C100560,,Female,Jaipur,25797.87,2024-05-02,122940,2222.81,40.7
T500603,C100278,1989-05-16,Male,Bangalore,113740.31,2024-11-21,200755,6165.17,35.1
T505038,C100028,1973-05-26,Unknown,Hyderabad,51367.71,2024-12-17,132830,5264.71,51.1
T504754,C100476,1964-07-27,Female,Pune,66112.87,2024-03-22,164801,2553.72,59.9
T503667,C100690,,Male,Bangalore,120392.94,2024-02-29,234029,15667.17,40.7
T500368,C100623,1972-11-07,Female,Nagpur,52253.95,2024-01-08,204523,6310.85,51.6
T500470,C100681,1967-05-15,Female,Lucknow,239151.47,2024-01-22,144624,2632.57,57.1
T500741,C100436,,Female,Jaipur,93354.27,2024-04-20,202843,16778.35,40.7
T501121,C100735,1971-11-02,Unknown,Hyderabad,55080.47,2024-11-27,222917,642.86,52.7
T501338,C100368,1991-10-16,Female,Jaipur,144315.15,2024-10-01,43246,1844.78,32.7
T500221,C100304,2001-11-15,Female,Ahmedabad,16445.74,2024-09-03,200825,1643.63,22.6
T500562,C100078,1963-07-19,Female,Chennai,51575.85,2024-10-25,74001,196.05,61.0
T504015,C100204,1969-02-01,Unknown,Jaipur,19428.09,2024-03-18,114008,2057.3999999999996,55.4
T503898,C100213,1989-03-26,Female,Kolkata,16101.96,2024-04-02,31356,2760.44,35.3
T502379,C100311,1973-01-02,Female,Hyderabad,63960.0,2024-03-12,42815,998.67,51.5
T502957,C100344,1963-04-13,Unknown,Unknown,4994.06,2024-03-09,24045,632.57,61.2
T504846,C100531,,Male,Chennai,38254.58,2024-10-09,2531,807.55,40.7
T502114,C100097,1991-02-26,Female,Pune,6498.69,2024-04-04,14253,614.09,33.3
T502779,C100379,1983-04-05,Male,Mumbai,71283.08,2024-04-09,214638,3035.7,41.2
T502079,C100350,1984-05-06,Male,Bengaluru,47693.35,2024-09-10,204517,3328.5,40.2
T504387,C100240,2003-12-24,Male,Mumbai,58083.3,2024-05-12,155006,878.71,20.5
T502536,C100491,1974-05-21,Female,Pune,8845.0,2024-03-03,172146,675.13,50.1
T503283,C100267,1964-03-24,Female,Bengaluru,100432.83,2024-09-14,175530,462.34,60.3
T503732,C100143,1981-07-23,Male,Pune,241385.44,2024-12-07,121237,3841.7,42.9
T505671,C100249,1980-02-06,Female,Bangalore,10242.73,2024-06-22,155307,1146.22,44.4
T504756,C100076,2001-07-05,Female,Ahmedabad,12298.94,2024-03-04,155346,1602.02,23.0
T503956,C100238,1981-10-25,Unknown,Pune,51367.71,2024-01-25,180225,2179.08,42.7
T503613,C100642,2004-06-16,Male,Surat,10108.04,2024-06-14,84614,1779.78,20.0
T502600,C100646,,Male,Delhi,56399.4,2024-02-19,175516,505.02,40.7
T505367,C100750,1976-09-20,Male,Mumbai,140121.33,2024-03-28,175414,34.28,47.8
T503571,C100537,1963-01-27,Female,Chennai,26621.54,2024-09-28,231932,7509.18,61.4
T504139,C100293,1989-05-13,Male,Bangalore,10023.2,2024-07-26,13737,157.1,35.1
T501817,C100254,1964-06-08,Female,Ahmedabad,184790.05,2024-01-14,163100,11390.31,60.1
T501698,C100594,1990-02-24,Male,Hyderabad,73506.23,2024-05-08,144456,2057.3999999999996,34.3
T500100,C100352,1998-02-03,Female,Delhi,52253.95,2024-12-24,162711,4625.13,26.4
T501524,C100737,1961-06-03,Female,Delhi,71291.17,2024-08-27,4126,3661.92,63.1
T502571,C100555,1993-03-27,Female,Ahmedabad,66420.28,2024-05-02,151611,1565.22,31.3
T503691,C100044,1962-08-19,Male,Hyderabad,43950.32,2024-07-13,75432,1938.5,61.9
T505414,C100419,,Male,Delhi,26055.1,2024-08-06,90756,1448.61,40.7
T501227,C100428,1981-03-17,Male,Pune,163084.05,2024-09-11,110613,10422.2,43.3
T502120,C100712,1984-12-18,Male,Nagpur,7145.18,2024-11-10,81905,156.31,39.5
T505795,C100313,1960-05-13,Female,Bangalore,7441.04,2024-02-14,94352,1592.4,64.1
T505228,C100756,1960-11-09,Male,Surat,19451.56,2024-04-18,51412,852.07,63.6
T501153,C100481,1988-05-22,Male,Jaipur,1624.3,2024-07-27,42226,445.98,36.1
T500067,C100696,1975-05-18,Male,Unknown,295142.68,2024-05-22,201054,16449.47,49.1
T502450,C100443,2004-05-13,Female,Nagpur,102909.31,2024-01-03,12833,1765.65,20.1
T500875,C100780,,Female,Surat,1632.01,2024-05-20,130742,519.83,40.7
T503550,C100495,1977-03-09,Male,Mumbai,638.04,2024-08-16,100552,810.85,47.3
T503439,C100504,1999-12-20,Male,Jaipur,97634.59,2024-10-06,72839,7557.22,24.5
T502783,C100548,1982-08-07,Female,Nagpur,53292.45,2024-11-26,133645,787.48,41.9
T503581,C100346,1993-08-22,Male,Pune,134207.78,2024-09-23,45110,9983.99,30.9
T501640,C100261,1960-11-11,Unknown,Ahmedabad,4697.32,2024-12-22,65838,483.86,63.6
T504692,C100522,,Male,Chennai,35215.42,2024-02-26,143135,2396.99,40.7
T502334,C100070,1994-10-17,Female,Lucknow,29489.38,2024-03-09,144808,2573.42,29.7
T500372,C100608,1978-05-11,Male,Nagpur,49274.28,2024-01-10,204004,2242.56,46.1
T501545,C100383,1990-04-20,Male,Bangalore,38999.36,2024-01-31,54935,7002.68,34.2
T501306,C100300,1990-07-09,Male,Chennai,47693.35,2024-10-11,161236,2057.3999999999996,34.0
T505105,C100771,,Female,Kolkata,9840.47,2024-06-14,211600,1268.09,40.7
T503366,C100047,1966-07-11,Female,Hyderabad,22419.5,2024-06-27,75728,3872.46,58.0
T500147,C100532,2004-08-12,Male,Ahmedabad,47693.35,2024-06-21,73713,646.75,19.9
T500493,C100776,1964-01-07,Female,Bangalore,31244.52,2024-05-10,172616,3421.69,60.5
T501276,C100384,1998-07-13,Female,Kolkata,102416.63,2024-01-08,162432,3394.85,26.0
T503579,C100753,1958-12-05,Male,Ahmedabad,47693.35,2024-09-29,2453,7289.21,65.6
T505023,C100100,1984-03-05,Female,Bengaluru,21883.94,2024-01-26,60428,111.94,40.3
T503218,C100542,1995-07-05,Male,Pune,27050.64,2024-02-11,54100,100518.0,29.0
T502209,C100507,1989-04-26,Male,Hyderabad,8532.88,2024-05-21,115355,2275.43,35.2
T502707,C100202,1976-09-08,Female,Surat,57912.5,2024-07-31,113616,6647.52,47.8
T500665,C100232,1984-12-23,Unknown,Chennai,41614.26,2024-03-15,233710,676.06,39.5
T502299,C100263,,Female,Bangalore,52253.95,2024-03-01,153337,2473.66,40.7
T505851,C100079,2004-07-20,Male,Delhi,80811.92,2024-01-28,180606,8610.77,19.9
T504527,C100773,1982-04-10,Unknown,Kolkata,51367.71,2024-03-14,111657,12344.65,42.2
T503931,C100247,1986-05-17,Female,Unknown,60362.87,2024-09-12,110938,1325.65,38.1
T501146,C100242,1991-05-14,Male,Hyderabad,103866.17,2024-12-26,192121,748.45,33.1
T502413,C100798,2000-02-01,Male,Delhi,17004.51,2024-08-31,70211,416.62,24.4
T501430,C100380,,Female,Delhi,52253.95,2024-03-26,121931,1947.94,40.7
T502208,C100593,,Male,Ahmedabad,77632.67,2024-02-07,124211,2160.18,40.7
T500663,C100686,,Female,Delhi,52253.95,2024-06-22,95247,1526.7,40.7
T503350,C100234,1998-03-15,Female,Chennai,59188.47,2024-05-03,84248,3312.33,26.3
T503469,C100091,1994-12-19,Female,Kolkata,138944.05,2024-07-28,1132,2029.14,29.5
T502494,C100378,2003-11-06,Male,Chennai,47693.35,2024-07-13,50704,1423.92,20.6
T501209,C100372,1983-12-19,Female,Mumbai,59995.96,2024-11-07,100820,6192.97,40.5
T502714,C100674,1998-05-02,Male,Pune,3566.68,2024-11-03,42428,1214.08,26.2
T503484,C100125,1962-08-01,Male,Mumbai,17605.36,2024-02-18,133150,906.24,61.9
T504566,C100274,1973-07-26,Male,Kolkata,47693.35,2024-05-30,110802,4895.51,50.9
T502463,C100640,2003-11-22,Male,Ahmedabad,47693.35,2024-03-04,235908,2053.45,20.6
T504481,C100758,1995-09-16,Female,Pune,8457.46,2024-02-26,130905,375.38,28.8
T503814,C100527,,Male,Ahmedabad,6830.51,2024-06-22,213808,848.71,40.7
T501421,C100284,1987-04-12,Male,Lucknow,21229.49,2024-03-21,11946,267.84,37.2
T504675,C100155,,Male,Chennai,47693.35,2024-07-18,115252,1714.69,40.7
T504643,C100103,1991-02-14,Unknown,Delhi,51367.71,2024-10-30,211453,5888.02,33.4
T505425,C100623,1972-11-07,Female,Nagpur,52253.95,2024-01-30,202345,2137.78,51.6
T504196,C100546,1993-05-20,Male,Delhi,76684.14,2024-12-13,155758,3451.47,31.1
T500531,C100631,1970-03-15,Male,Delhi,47693.35,2024-05-29,90327,306.55,54.3
T500078,C100504,1999-12-20,Male,Jaipur,97634.59,2024-07-24,10446,5270.11,24.5
T503750,C100610,1976-06-03,Male,Unknown,125370.42,2024-10-20,70530,9148.88,48.1
T503355,C100525,1969-05-10,Female,Chennai,212533.64,2024-06-21,62150,8059.32,55.1
T501704,C100538,1970-08-11,Male,Ahmedabad,47693.35,2024-11-23,143726,100.04,53.9
T503523,C100532,2004-08-12,Male,Ahmedabad,47693.35,2024-04-18,32138,3981.99,19.9
T503522,C100193,1986-11-26,Male,Delhi,16440.96,2024-01-29,134819,1114.16,37.6
T504563,C100249,1980-02-06,Female,Bangalore,10242.73,2024-03-13,192257,1364.57,44.4
T504706,C100580,1993-07-18,Female,Mumbai,29452.82,2024-07-03,153112,3319.48,31.0
T505877,C100554,1980-01-24,Male,Surat,31094.72,2024-10-21,61516,698.85,44.4
T504850,C100414,2002-02-15,Female,Pune,61143.12,2024-09-30,181437,1659.68,22.4
T505441,C100274,1973-07-26,Male,Kolkata,47693.35,2024-06-19,31602,1164.19,50.9
T505991,C100264,1984-06-01,Male,Hyderabad,47693.35,2024-07-22,133018,21754.35,40.1
T500079,C100436,,Female,Jaipur,93354.27,2024-08-05,42759,2119.92,40.7
T501320,C100041,1982-06-22,Male,Bangalore,22606.16,2024-03-22,3223,960.34,42.0
T501235,C100557,1988-09-20,Female,Unknown,20249.85,2024-06-08,81515,2057.3999999999996,35.8
T504734,C100631,1970-03-15,Male,Delhi,47693.35,2024-04-07,72736,2870.29,54.3
T502335,C100028,1973-05-26,Unknown,Hyderabad,51367.71,2024-08-26,61738,8044.23,51.1
T505150,C100593,,Male,Ahmedabad,77632.67,2024-05-24,121401,633.56,40.7
T501506,C100126,1992-08-14,Unknown,Jaipur,17927.78,2024-10-11,3526,3271.26,31.9
T505897,C100475,,Female,Bengaluru,89827.75,2024-06-25,12714,3773.17,40.7
T505890,C100248,1970-05-12,Male,Kolkata,89559.95,2024-11-11,195455,92.57,54.1
T503834,C100032,1977-10-16,Female,Kolkata,27810.1,2024-07-29,92718,519.19,46.7
T505436,C100510,2000-08-03,Female,Ahmedabad,235563.0,2024-04-27,193216,600.69,23.9
T504423,C100393,1981-11-11,Female,Mumbai,15018.25,2024-10-26,2112,771.83,42.6
T502573,C100337,1987-03-24,Female,Ahmedabad,120535.8,2024-10-19,152853,5899.12,37.3
T503576,C100262,,Female,Hyderabad,52253.95,2024-01-25,223400,1324.79,40.7
T505689,C100086,1987-10-15,Unknown,Lucknow,11228.91,2024-05-09,113111,361.88,36.7
T505757,C100355,1977-08-11,Male,Pune,47693.35,2024-04-27,154222,596.31,46.9
T505303,C100608,1978-05-11,Male,Nagpur,49274.28,2024-08-19,115708,1655.37,46.1
T500228,C100653,1965-07-06,Female,Ahmedabad,305029.15,2024-11-09,24430,703.81,59.0
T505619,C100795,1986-10-21,Female,Pune,43684.44,2024-12-08,153514,121.39,37.7
T500742,C100510,2000-08-03,Female,Ahmedabad,235563.0,2024-06-30,32841,19891.71,23.9
T503807,C100779,,Female,Kolkata,297969.29,2024-06-17,181034,2156.15,40.7
T502921,C100680,1964-12-27,Male,Chennai,83125.23,2024-10-12,170940,6757.27,59.5
T502310,C100109,,Male,Mumbai,83476.96,2024-09-20,122152,6007.57,40.7
T501644,C100257,,Unknown,Jaipur,88380.56,2024-09-22,153437,588.66,40.7
T503997,C100608,1978-05-11,Male,Nagpur,49274.28,2024-08-21,51559,1460.37,46.1
T505464,C100470,1997-02-05,Female,Nagpur,155474.78,2024-01-29,153847,7068.46,27.4
T503396,C100340,1974-11-10,Male,Mumbai,11896.1,2024-09-02,114231,225.85,49.6
T502443,C100238,1981-10-25,Unknown,Pune,51367.71,2024-05-25,33333,1626.28,42.7
T505049,C100126,1992-08-14,Unknown,Jaipur,17927.78,2024-10-09,212901,2793.21,31.9
T502948,C100449,2001-08-09,Male,Chennai,47693.35,2024-11-17,81636,8374.1,22.9
